year,month,day,precip,tmax,tmin,wind,Date
1965,6,16,0,16.99,5.03,7.59,16-6-1965
1965,6,17,0.85,21.07,4.37,10.12,17-6-1965
1965,6,18,0,22.6,6.97,1.94,18-6-1965
1965,6,19,3.28,22.39,6.69,2.5,19-6-1965
1965,6,20,0.05,25.12,9.94,4.66,20-6-1965
1965,6,21,0,29.52,12.4,7.8,21-6-1965
1965,6,22,0,30.87,15.34,5.8,22-6-1965
1965,6,23,7.18,29.07,10.9,5.54,23-6-1965
1965,6,24,0.05,31.73,15.36,7.89,24-6-1965
1965,6,25,0,24.08,7.59,3.14,25-6-1965
1965,6,26,0,22.86,4.35,2.79,26-6-1965
1965,6,27,0,24.34,6.06,2.04,27-6-1965
1965,6,28,0,26.41,10.3,6.47,28-6-1965
1965,6,29,0,30.94,13.88,7.18,29-6-1965
1965,6,30,0.7,30.2,15.67,1.9,30-6-1965
1965,7,1,0,24.47,8.81,5.26,1-7-1965
1965,7,2,0,25.4,6.65,2.45,2-7-1965
1965,7,3,13.02,26.57,12.53,7.02,3-7-1965
1965,7,4,0,24.42,13.22,2.58,4-7-1965
1965,7,5,0.25,26.01,11.9,3.66,5-7-1965
1965,7,6,0.05,27.83,13.22,3.59,6-7-1965
1965,7,7,4.65,22.3,5.69,4,7-7-1965
1965,7,8,1.2,24.29,10.08,5.44,8-7-1965
1965,7,9,0.28,27.39,11.66,3.53,9-7-1965
1965,7,10,0.3,30.06,15.3,9.08,10-7-1965
1965,7,11,0,27.45,12.91,5.39,11-7-1965
1965,7,12,0,25.32,11.07,1.51,12-7-1965
1965,7,13,0,28.4,9.99,2.02,13-7-1965
1965,7,14,5.05,29.6,16.26,7.97,14-7-1965
1965,7,15,0.22,33.84,18.8,5.18,15-7-1965
1965,7,16,0,27.93,9.06,0.73,16-7-1965
1965,7,17,34.83,28.81,12.2,2.51,17-7-1965
1965,7,18,25.67,29.56,14.67,6.7,18-7-1965
1965,7,19,0,21.61,13.01,3.05,19-7-1965
1965,7,20,0,23.19,6.23,4.01,20-7-1965
1965,7,21,0,22.84,7.26,2.04,21-7-1965
1965,7,22,0,24.92,8.47,1.46,22-7-1965
1965,7,23,0,25.85,11.43,4.2,23-7-1965
1965,7,24,0,25.08,16.34,6.53,24-7-1965
1965,7,25,0,30.18,18.11,7.99,25-7-1965
1965,7,26,0,30.41,13.36,4.41,26-7-1965
1965,7,27,0.05,27.41,12.8,2.23,27-7-1965
1965,7,28,0.05,25.3,9.85,3.44,28-7-1965
1965,7,29,0,25.93,10.58,2.15,29-7-1965
1965,7,30,0,24.32,8.34,3.15,30-7-1965
1965,7,31,0,25.48,7.93,4.03,31-7-1965
1965,8,1,0,26.16,11.15,2.22,1-8-1965
1965,8,2,1.73,24.67,14.84,8.35,2-8-1965
1965,8,3,0,21.85,14.18,5.06,3-8-1965
1965,8,4,0,23.72,7.8,4.41,4-8-1965
1965,8,5,0.05,25.62,10.37,1.21,5-8-1965
1965,8,6,0,27.05,13.94,3.58,6-8-1965
1965,8,7,0,30.94,15.94,5.56,7-8-1965
1965,8,8,6.78,32.63,18.03,7.18,8-8-1965
1965,8,9,35.03,29.67,20.64,7.97,9-8-1965
1965,8,10,2.53,27.23,19.33,8.09,10-8-1965
1965,8,11,0,29.17,16.65,3.54,11-8-1965
1965,8,12,0,25.82,10.29,4.03,12-8-1965
1965,8,13,7.82,28.39,12.04,5.25,13-8-1965
1965,8,14,0,28.74,15.62,1.53,14-8-1965
1965,8,15,0,29.29,15.01,3.42,15-8-1965
1965,8,16,0,31.5,17.06,5.03,16-8-1965
1965,8,17,2.97,32.33,19.23,4.92,17-8-1965
1965,8,18,6.05,29.08,19.65,5.81,18-8-1965
1965,8,19,6.5,28.04,19.42,7.13,19-8-1965
1965,8,20,0,27.58,14.75,3.74,20-8-1965
1965,8,21,1.62,24.04,9.34,2.34,21-8-1965
1965,8,22,2.08,24.81,12.97,5.06,22-8-1965
1965,8,23,0.05,20.97,13.77,1.42,23-8-1965
1965,8,24,0,24.52,7.46,1.53,24-8-1965
1965,8,25,4.47,24.8,8.69,1.13,25-8-1965
1965,8,26,10.48,26.15,10.6,4.29,26-8-1965
1965,8,27,0.15,18.53,14.37,4.25,27-8-1965
1965,8,28,2.88,28.16,16.5,7.73,28-8-1965
1965,8,29,0.28,27.86,5.75,10.25,29-8-1965
1965,8,30,0,16.3,0.58,9.57,30-8-1965
1965,8,31,5.1,17.95,0.35,1.42,31-8-1965
1965,9,1,14.93,15.84,5.43,9.33,1-9-1965
1965,9,2,0.9,20.88,10.08,3.34,2-9-1965
1965,9,3,0,21.98,6.57,4.54,3-9-1965
1965,9,4,0,23.41,8.36,5.37,4-9-1965
1965,9,5,0,23.65,5.47,6.15,5-9-1965
1965,9,6,0,23.75,7.03,4.37,6-9-1965
1965,9,7,0,25.4,10.34,4.81,7-9-1965
1965,9,8,1.92,25.73,13.62,3.18,8-9-1965
1965,9,9,1.52,20.67,10.38,2.05,9-9-1965
1965,9,10,10.98,21.63,13.47,7.63,10-9-1965
1965,9,11,0.08,31.62,14.57,3.49,11-9-1965
1965,9,12,0.85,21.99,9.04,6.51,12-9-1965
1965,9,13,31.58,14.14,8.3,5.85,13-9-1965
1965,9,14,0.03,13,8.62,1.19,14-9-1965
1965,9,15,0.98,16.22,8.8,4.1,15-9-1965
1965,9,16,0.3,18.82,10.72,5.16,16-9-1965
1965,9,17,0.17,20.6,9.64,5.32,17-9-1965
1965,9,18,7.2,19.23,9.97,2.54,18-9-1965
1965,9,19,4.47,26.49,13.96,3.15,19-9-1965
1965,9,20,0.08,16.66,13.5,4.52,20-9-1965
1965,9,21,0,27.13,15.68,5.95,21-9-1965
1965,9,22,0,30.38,18.93,4.89,22-9-1965
1965,9,23,0,29.38,18.79,4.16,23-9-1965
1965,9,24,24.15,29.72,17.59,4.04,24-9-1965
1965,9,25,1.7,21.26,12.09,4.1,25-9-1965
1965,9,26,0,18.43,4.27,3.9,26-9-1965
1965,9,27,0,20.84,3.01,7.52,27-9-1965
1965,9,28,0,12.51,-2.65,5.42,28-9-1965
1965,9,29,0.17,14.62,-1.08,1.68,29-9-1965
1965,9,30,1.3,13.98,6.66,6.39,30-9-1965
1965,10,1,19.45,14.33,8.09,9.36,1-10-1965
1965,10,2,0,17.61,8.83,7.22,2-10-1965
1965,10,3,0.15,15.54,0.25,5.96,3-10-1965
1965,10,4,0,18.13,0.45,14.74,4-10-1965
1965,10,5,0,8.14,-1.35,13.46,5-10-1965
1965,10,6,0,6.32,-5.09,8.72,6-10-1965
1965,10,7,25.58,11.57,-2.46,4.07,7-10-1965
1965,10,8,5.03,14.82,-0.2,10.37,8-10-1965
1965,10,9,2.4,19.22,4.94,7.14,9-10-1965
1965,10,10,2.3,17.6,4.49,2.72,10-10-1965
1965,10,11,4,16.34,2.26,6.33,11-10-1965
1965,10,12,4.32,15.96,3.52,6.48,12-10-1965
1965,10,13,0.03,16.4,0,6.99,13-10-1965
1965,10,14,0.43,14.2,-0.22,4.04,14-10-1965
1965,10,15,1.2,18.48,2.07,8.51,15-10-1965
1965,10,16,0,20.54,6.22,4.76,16-10-1965
1965,10,17,0,14.97,-2.19,8.3,17-10-1965
1965,10,18,0,14.27,-2.54,0.85,18-10-1965
1965,10,19,0,18.8,-0.25,4.01,19-10-1965
1965,10,20,0.08,25.48,6.74,1.34,20-10-1965
1965,10,21,2,24.02,4.84,3.66,21-10-1965
1965,10,22,8.02,21.79,6.11,4.13,22-10-1965
1965,10,23,1.12,13.34,6.4,7.25,23-10-1965
1965,10,24,0,18.36,5.76,5.57,24-10-1965
1965,10,25,0,12.41,-2.29,7.31,25-10-1965
1965,10,26,0,8.83,-1.27,7.51,26-10-1965
1965,10,27,0.12,14.52,-0.26,7.27,27-10-1965
1965,10,28,0.08,8.83,-0.29,6.76,28-10-1965
1965,10,29,0,8.71,-4.74,10.27,29-10-1965
1965,10,30,0,5.65,-3.6,9.78,30-10-1965
1965,10,31,0.4,15.64,-1.77,10.47,31-10-1965
1965,11,1,0.28,18.5,-2.35,11.99,1-11-1965
1965,11,2,0,6.74,-7.08,10.3,2-11-1965
1965,11,3,0,3.77,-7.08,6.82,3-11-1965
1965,11,4,0,13.71,-3.38,9.73,4-11-1965
1965,11,5,0,15.22,-7.82,7.43,5-11-1965
1965,11,6,0,7.97,-4.03,6.25,6-11-1965
1965,11,7,3.75,16,-0.07,5.81,7-11-1965
1965,11,8,5.25,9.41,0.21,2.15,8-11-1965
1965,11,9,0,9.47,2.11,5.04,9-11-1965
1965,11,10,0,5.07,-8.41,4.3,10-11-1965
1965,11,11,0,5.47,-6.85,6.46,11-11-1965
1965,11,12,1.85,4.06,-4,8.35,12-11-1965
1965,11,13,2,7.71,2.07,4.77,13-11-1965
1965,11,14,0,8.51,0.33,8.07,14-11-1965
1965,11,15,0.75,4.84,-6.2,4.5,15-11-1965
1965,11,16,8.82,5.94,-3.25,9.57,16-11-1965
1965,11,17,2.42,9.28,1.63,9.56,17-11-1965
1965,11,18,0,6.96,-4.54,16.17,18-11-1965
1965,11,19,0,2.18,-4.43,9.99,19-11-1965
1965,11,20,2.08,4.14,-4.43,2.38,20-11-1965
1965,11,21,1.65,4.39,-2.58,6.56,21-11-1965
1965,11,22,4.47,11.24,1.22,3.42,22-11-1965
1965,11,23,0.05,4.2,-0.19,7.85,23-11-1965
1965,11,24,0,6.88,-1.79,7.34,24-11-1965
1965,11,25,0.8,5,-6.87,0.96,25-11-1965
1965,11,26,7.03,6.98,-5.17,4.51,26-11-1965
1965,11,27,19.4,8.34,0,7.6,27-11-1965
1965,11,28,0.05,7.65,-4.28,7.4,28-11-1965
1965,11,29,0.05,7.41,-4.75,10.05,29-11-1965
1965,11,30,0,1.42,-6.82,7.42,30-11-1965
1965,12,1,0,1.84,-9.36,5.14,1-12-1965
1965,12,2,0,4.61,-8.56,7.13,2-12-1965
1965,12,3,1.83,5.49,-5.68,0.4,3-12-1965
1965,12,4,0.3,6.1,-4.54,4.95,4-12-1965
1965,12,5,0,7.75,-1.85,9.74,5-12-1965
1965,12,6,0,3.39,-1.08,5.28,6-12-1965
1965,12,7,0,4.55,-3.96,10.19,7-12-1965
1965,12,8,0,-0.42,-9.6,2.68,8-12-1965
1965,12,9,0,0.84,-9.31,3.62,9-12-1965
1965,12,10,0,5.06,-8.99,6.05,10-12-1965
1965,12,11,2.38,7.2,-5.33,2.17,11-12-1965
1965,12,12,8.65,-1.7,-5.46,9.73,12-12-1965
1965,12,13,12.68,0.08,-4.76,8.16,13-12-1965
1965,12,14,0.15,0.5,-1.16,4.22,14-12-1965
1965,12,15,0.5,2.6,-0.81,4.99,15-12-1965
1965,12,16,0,3.97,0.04,3.61,16-12-1965
1965,12,17,0.08,4.66,-2.31,4.14,17-12-1965
1965,12,18,0,1.51,-5.37,8.02,18-12-1965
1965,12,19,0,2.95,-7.06,8.26,19-12-1965
1965,12,20,0,0.44,-15.29,8.89,20-12-1965
1965,12,21,0,-4.26,-14.12,6.96,21-12-1965
1965,12,22,0,-1.14,-12.56,10.6,22-12-1965
1965,12,23,1.35,1.74,-8.95,8.05,23-12-1965
1965,12,24,0.28,5.57,-5.18,6.5,24-12-1965
1965,12,25,31.27,8.62,-1.38,11.56,25-12-1965
1965,12,26,0,7.58,-8.05,11.38,26-12-1965
1965,12,27,0,-3.02,-13.06,8.2,27-12-1965
1965,12,28,0,-3.4,-10.95,8.37,28-12-1965
1965,12,29,0,0.73,-6.66,5.21,29-12-1965
1965,12,30,0,3.51,-3.62,7.14,30-12-1965
1965,12,31,0.03,7.66,-1.92,8.38,31-12-1965
1966,1,1,4.53,14.73,2.73,8.96,1-1-1966
1966,1,2,11.3,11.82,-2.84,5.61,2-1-1966
1966,1,3,2.53,0.05,-4.36,4.11,3-1-1966
1966,1,4,0,2.28,-5.14,10.4,4-1-1966
1966,1,5,0.12,2.54,-9.82,5.77,5-1-1966
1966,1,6,5.1,6.13,-9.25,5.43,6-1-1966
1966,1,7,1.52,0.71,-4.28,5.59,7-1-1966
1966,1,8,0.93,1.28,-6.72,4.62,8-1-1966
1966,1,9,0,-2.16,-17.69,16.76,9-1-1966
1966,1,10,0,-4.38,-15.55,7.3,10-1-1966
1966,1,11,0,4.48,-12.53,11.46,11-1-1966
1966,1,12,0,-5.12,-17.09,12.69,12-1-1966
1966,1,13,0,-9.57,-18.62,3.58,13-1-1966
1966,1,14,0,-3.47,-17.36,7.86,14-1-1966
1966,1,15,0,-1,-10.93,6.96,15-1-1966
1966,1,16,0,-1.58,-19.58,12.03,16-1-1966
1966,1,17,0,-9.38,-18.67,13.87,17-1-1966
1966,1,18,0,-1.76,-10.19,11.93,18-1-1966
1966,1,19,0.2,-0.1,-6.46,9.96,19-1-1966
1966,1,20,0.47,-0.22,-6.02,9.16,20-1-1966
1966,1,21,0.08,2.95,-4.64,5.47,21-1-1966
1966,1,22,2.03,2.19,-11.3,3.91,22-1-1966
1966,1,23,13.2,1.82,-9.18,12.05,23-1-1966
1966,1,24,0.5,-0.91,-3.33,13.42,24-1-1966
1966,1,25,0,0.31,-14.96,8.44,25-1-1966
1966,1,26,0.1,-0.99,-16.91,7.5,26-1-1966
1966,1,27,0,-5.5,-14.32,13.65,27-1-1966
1966,1,28,0,-1.22,-16.21,18.6,28-1-1966
1966,1,29,11.12,-9.49,-15.8,13.24,29-1-1966
1966,1,30,19.15,-5.67,-13.79,9.77,30-1-1966
1966,1,31,0.77,-0.55,-10.96,20.92,31-1-1966
1966,2,1,0,-4.36,-7.9,14.07,1-2-1966
1966,2,2,0,-0.77,-11.45,5.01,2-2-1966
1966,2,3,0,0.05,-9,4.68,3-2-1966
1966,2,4,0.85,2.01,-7.68,4.4,4-2-1966
1966,2,5,0,-0.11,-7.82,7.96,5-2-1966
1966,2,6,0,-0.24,-17.35,8.85,6-2-1966
1966,2,7,0,-2.31,-23.69,6.68,7-2-1966
1966,2,8,0,-1.07,-22.32,7.35,8-2-1966
1966,2,9,0,2.91,-17.6,1.9,9-2-1966
1966,2,10,1.98,1.31,-11.54,6.98,10-2-1966
1966,2,11,0.85,9.14,-8.77,11.52,11-2-1966
1966,2,12,0,11.28,-1.87,2.86,12-2-1966
1966,2,13,36.33,6.54,-2.32,8.85,13-2-1966
1966,2,14,0.85,3.28,-1.14,11.08,14-2-1966
1966,2,15,1.25,5.5,-4.37,3.53,15-2-1966
1966,2,16,5.32,2.99,-6.19,4.53,16-2-1966
1966,2,17,0,1.01,-5.97,9.74,17-2-1966
1966,2,18,0,-0.68,-11.09,8.72,18-2-1966
1966,2,19,0.3,-0.59,-10.81,3.93,19-2-1966
1966,2,20,0.17,-7.1,-23.41,10.28,20-2-1966
1966,2,21,0,-10.28,-19.78,12.33,21-2-1966
1966,2,22,0,-5.89,-14.44,10.49,22-2-1966
1966,2,23,0,-0.33,-12.23,3.77,23-2-1966
1966,2,24,11.07,3.28,-11.13,1.77,24-2-1966
1966,2,25,14,2.63,-8.2,1.28,25-2-1966
1966,2,26,0,-1.04,-5.29,13.06,26-2-1966
1966,2,27,0,4.13,-14.18,5.8,27-2-1966
1966,2,28,17.55,9.88,-8.28,4.13,28-2-1966
1966,3,1,4.15,4.46,-1.43,9.11,1-3-1966
1966,3,2,0,9.14,-0.15,17.3,2-3-1966
1966,3,3,0,7.6,-1.94,5.9,3-3-1966
1966,3,4,5.4,12.23,-2.03,4.01,4-3-1966
1966,3,5,4.75,5.64,-0.63,9.53,5-3-1966
1966,3,6,1.25,3.25,-0.51,8.94,6-3-1966
1966,3,7,0.08,4.31,-6.82,7.37,7-3-1966
1966,3,8,0,2.17,-8.64,6.82,8-3-1966
1966,3,9,0,2.09,-10.24,6.29,9-3-1966
1966,3,10,0,6.4,-8.37,4.87,10-3-1966
1966,3,11,0.43,10.73,-4.14,3.37,11-3-1966
1966,3,12,17.12,6.4,-4.47,5.68,12-3-1966
1966,3,13,3.28,-0.77,-3.67,5.06,13-3-1966
1966,3,14,0,1.7,-8.3,3.36,14-3-1966
1966,3,15,0,7.03,-6.19,6.31,15-3-1966
1966,3,16,0,2.56,-9.77,9.81,16-3-1966
1966,3,17,0,7.42,-9.8,3.19,17-3-1966
1966,3,18,0,9.51,-7.16,7.79,18-3-1966
1966,3,19,1.42,16.47,-0.61,8.63,19-3-1966
1966,3,20,0,8.31,1.26,3.43,20-3-1966
1966,3,21,0,7.97,-1.61,7.24,21-3-1966
1966,3,22,0.75,8.64,-4.21,2.33,22-3-1966
1966,3,23,0.15,5.96,-0.4,5.74,23-3-1966
1966,3,24,15.85,10.61,2.11,9.2,24-3-1966
1966,3,25,2.33,10.42,0,5.94,25-3-1966
1966,3,26,0,5.08,-6.16,5.63,26-3-1966
1966,3,27,0,7.26,-5.81,4.88,27-3-1966
1966,3,28,0,-1.68,-9.28,11.4,28-3-1966
1966,3,29,0,-1.81,-10,10.17,29-3-1966
1966,3,30,0.15,4.08,-5.4,5.89,30-3-1966
1966,3,31,0.05,5.39,-2.1,3.36,31-3-1966
1966,4,1,0.8,7.43,-4.72,5.13,1-4-1966
1966,4,2,0.3,4.34,-2,4.92,2-4-1966
1966,4,3,0,7.74,-2.43,8.62,3-4-1966
1966,4,4,0,8.39,-1.11,0.83,4-4-1966
1966,4,5,0,9.61,-4.82,6.32,5-4-1966
1966,4,6,0,8.1,-4.31,5.56,6-4-1966
1966,4,7,0.57,9.14,-3.34,2.2,7-4-1966
1966,4,8,0.5,10.84,-0.91,3.5,8-4-1966
1966,4,9,0,8.42,-4.01,4.63,9-4-1966
1966,4,10,0.3,9.2,-2.86,3.43,10-4-1966
1966,4,11,0,9.3,-3.34,6.72,11-4-1966
1966,4,12,0,9.64,-4.76,3.65,12-4-1966
1966,4,13,0,11.44,-2.16,9.13,13-4-1966
1966,4,14,0,8.22,-3.08,9.54,14-4-1966
1966,4,15,0,12.53,-3.74,2.35,15-4-1966
1966,4,16,0.08,16.18,-1.22,3.11,16-4-1966
1966,4,17,0,15.23,0.38,0.82,17-4-1966
1966,4,18,0,16.98,-2.33,3.79,18-4-1966
1966,4,19,0,17.79,-2.42,4.08,19-4-1966
1966,4,20,0.25,16.51,3.43,6.61,20-4-1966
1966,4,21,1.08,6.35,2.32,7.1,21-4-1966
1966,4,22,1.12,14.82,4.09,1.53,22-4-1966
1966,4,23,11.52,19.76,-0.85,3.2,23-4-1966
1966,4,24,7.1,17.14,5,5.88,24-4-1966
1966,4,25,0.17,9.33,4.77,5.95,25-4-1966
1966,4,26,0,17.53,3.31,5.95,26-4-1966
1966,4,27,0,13.73,-2.72,7.06,27-4-1966
1966,4,28,0.75,9.6,-0.93,9.45,28-4-1966
1966,4,29,0,3.24,-1.14,3.21,29-4-1966
1966,4,30,8.88,14.81,-1.34,0.48,30-4-1966
1966,5,1,0.82,12.59,1.09,5.24,1-5-1966
1966,5,2,0,14.78,2.56,5.52,2-5-1966
1966,5,3,2.05,11.98,-3.86,2.52,3-5-1966
1966,5,4,0,17.05,-1.69,8.32,4-5-1966
1966,5,5,0,10.81,-2.34,5.89,5-5-1966
1966,5,6,0,17.58,4.79,12.01,6-5-1966
1966,5,7,5.65,17.18,0.22,6.02,7-5-1966
1966,5,8,3.83,10.44,1.9,7.56,8-5-1966
1966,5,9,4.75,11.36,2.61,2.27,9-5-1966
1966,5,10,0,5.06,-1.81,9.59,10-5-1966
1966,5,11,0,8.08,-3.22,6.3,11-5-1966
1966,5,12,12.38,12.28,0.91,3.28,12-5-1966
1966,5,13,1.52,9.59,3.29,6.61,13-5-1966
1966,5,14,0,11.32,-0.9,3.12,14-5-1966
1966,5,15,0,19.74,1.29,5.83,15-5-1966
1966,5,16,1.08,23.3,2.01,7.16,16-5-1966
1966,5,17,0.35,20.71,5.29,3.44,17-5-1966
1966,5,18,2.55,17.49,5.98,5.19,18-5-1966
1966,5,19,10.3,13.71,8.31,8.27,19-5-1966
1966,5,20,0,16.32,11.56,4.26,20-5-1966
1966,5,21,3.42,23.86,8.92,3.43,21-5-1966
1966,5,22,2.85,22.4,10.35,1.84,22-5-1966
1966,5,23,0,20.75,4.68,2.74,23-5-1966
1966,5,24,0,26.39,7.46,4.3,24-5-1966
1966,5,25,0,26.95,8.22,5.73,25-5-1966
1966,5,26,0,24.51,7.89,1.66,26-5-1966
1966,5,27,0,26.15,8.25,3.27,27-5-1966
1966,5,28,5.43,27.77,12.56,7.11,28-5-1966
1966,5,29,0,21.39,13.86,5.49,29-5-1966
1966,5,30,0,22.75,4.95,2.76,30-5-1966
1966,5,31,0.05,18.62,1.8,3.13,31-5-1966
1966,6,1,5.4,18.65,6.46,3.69,1-6-1966
1966,6,2,0.15,15.62,5.07,4.26,2-6-1966
1966,6,3,0,19.97,3.69,5.05,3-6-1966
1966,6,4,0,25.2,8.88,8.2,4-6-1966
1966,6,5,0,29.18,12.8,7.22,5-6-1966
1966,6,6,8.8,30.73,14.26,7.17,6-6-1966
1966,6,7,8.27,28.41,13.34,8.24,7-6-1966
1966,6,8,0.17,25.73,15.38,6.14,8-6-1966
1966,6,9,18.05,27.03,11.67,3.65,9-6-1966
1966,6,10,11.73,25.15,12.62,9.48,10-6-1966
1966,6,11,0,19.4,6.27,6.47,11-6-1966
1966,6,12,0,18.7,3.45,9.12,12-6-1966
1966,6,13,0.6,22.42,8.61,8.18,13-6-1966
1966,6,14,1.95,22.97,11.53,6.69,14-6-1966
1966,6,15,0.68,29.37,12.57,6.87,15-6-1966
1966,6,16,1.1,25.95,9.65,6.97,16-6-1966
1966,6,17,0,18.69,12.02,4.54,17-6-1966
1966,6,18,0,24.98,8.57,1.38,18-6-1966
1966,6,19,2.78,25.18,11.45,1.74,19-6-1966
1966,6,20,0,23.75,9.83,1.01,20-6-1966
1966,6,21,0,28.61,13.55,4,21-6-1966
1966,6,22,0,27.61,8.21,3.34,22-6-1966
1966,6,23,0,25.53,9.73,2.85,23-6-1966
1966,6,24,0,29.86,14.02,3.78,24-6-1966
1966,6,25,1.62,31.4,16.52,4.45,25-6-1966
1966,6,26,0,21.61,13.65,4.36,26-6-1966
1966,6,27,0,25.61,14.41,6.16,27-6-1966
1966,6,28,0,32.49,12.82,5.46,28-6-1966
1966,6,29,0,32.18,17.35,6.45,29-6-1966
1966,6,30,0,30.83,12.89,2.59,30-6-1966
1966,7,1,0,29.19,10.55,1.88,1-7-1966
1966,7,2,0,32.01,14.57,4.19,2-7-1966
1966,7,3,0,34.33,17.57,3.64,3-7-1966
1966,7,4,0.38,33.11,20.01,4.63,4-7-1966
1966,7,5,0,29.62,11.34,2.71,5-7-1966
1966,7,6,8.9,29.62,16.26,4.17,6-7-1966
1966,7,7,2.65,28.9,17.95,5.88,7-7-1966
1966,7,8,4,28.83,12.54,3.1,8-7-1966
1966,7,9,0.15,27.83,10.36,2.08,9-7-1966
1966,7,10,30.62,28.39,13.48,7.03,10-7-1966
1966,7,11,14.15,30.38,13.95,5.62,11-7-1966
1966,7,12,0.5,30.75,15.91,3.29,12-7-1966
1966,7,13,0.05,32.38,16.34,7.25,13-7-1966
1966,7,14,0,33.03,16.67,2.95,14-7-1966
1966,7,15,0,27.84,10.2,3.37,15-7-1966
1966,7,16,0,26.28,6.34,4.3,16-7-1966
1966,7,17,0,27.05,8.79,2.54,17-7-1966
1966,7,18,0,29.85,11.99,4.88,18-7-1966
1966,7,19,37.33,30.79,16.48,9.89,19-7-1966
1966,7,20,27.5,26.96,11.39,2.29,20-7-1966
1966,7,21,0.05,23.1,6.13,4.86,21-7-1966
1966,7,22,0,24.66,10,1.66,22-7-1966
1966,7,23,0,27.97,11.45,1.79,23-7-1966
1966,7,24,0,28.6,12.03,2.41,24-7-1966
1966,7,25,1.15,29.41,12.13,1.43,25-7-1966
1966,7,26,0.17,29.85,15.68,6.65,26-7-1966
1966,7,27,2.67,28.33,10.24,1.64,27-7-1966
1966,7,28,11.88,26.8,15.54,8.89,28-7-1966
1966,7,29,0.57,24.58,16.04,6.64,29-7-1966
1966,7,30,0,26.09,10.36,5.91,30-7-1966
1966,7,31,0,27.03,10.34,7.25,31-7-1966
1966,8,1,0,28.26,9.92,2.67,1-8-1966
1966,8,2,2.22,29.18,11.85,9.32,2-8-1966
1966,8,3,0.82,24.97,11.87,5.06,3-8-1966
1966,8,4,0,24.8,6.24,1.43,4-8-1966
1966,8,5,0,27.65,10.56,3.5,5-8-1966
1966,8,6,0,28.98,11.19,2.04,6-8-1966
1966,8,7,0,30.31,13.68,3.45,7-8-1966
1966,8,8,0,30.39,12.78,3.51,8-8-1966
1966,8,9,0,29.08,14.63,1.9,9-8-1966
1966,8,10,0.05,28.03,16.51,4.11,10-8-1966
1966,8,11,7.15,29.53,18.21,6.92,11-8-1966
1966,8,12,2.7,29.41,17.42,9.76,12-8-1966
1966,8,13,0.35,25.73,9.83,5.7,13-8-1966
1966,8,14,0.4,23.86,6.66,0.6,14-8-1966
1966,8,15,0.35,25.27,12.29,5.66,15-8-1966
1966,8,16,0.38,20.71,15.21,3.58,16-8-1966
1966,8,17,0.32,23.66,15.78,6.19,17-8-1966
1966,8,18,0,25.84,11.12,5.43,18-8-1966
1966,8,19,0,29.98,13.12,5.4,19-8-1966
1966,8,20,0,30.06,10.67,3.13,20-8-1966
1966,8,21,0.45,27.54,8.3,2.12,21-8-1966
1966,8,22,4.7,28.55,13.52,3.53,22-8-1966
1966,8,23,11.75,20.43,15.4,5.63,23-8-1966
1966,8,24,0,24.58,10.73,4.79,24-8-1966
1966,8,25,0.35,23.86,7.54,3.05,25-8-1966
1966,8,26,0.22,25.08,11.96,5.59,26-8-1966
1966,8,27,0.32,26.31,8.13,2.59,27-8-1966
1966,8,28,1.05,27.88,11.88,2.88,28-8-1966
1966,8,29,0.12,27.53,8.08,2.36,29-8-1966
1966,8,30,0.28,30.09,14.1,5.91,30-8-1966
1966,8,31,0,30.73,15.21,3.17,31-8-1966
1966,9,1,0,29.98,14.16,4.26,1-9-1966
1966,9,2,0,30.63,9.77,4.13,2-9-1966
1966,9,3,13.77,30.31,13.85,4.41,3-9-1966
1966,9,4,48.08,19.74,11.51,8.09,4-9-1966
1966,9,5,5,19.05,9.85,5.56,5-9-1966
1966,9,6,0,25.19,10,3.19,6-9-1966
1966,9,7,0,24.07,7.46,1.79,7-9-1966
1966,9,8,0,23.31,6.1,6.35,8-9-1966
1966,9,9,0,24.91,6.98,7.47,9-9-1966
1966,9,10,0,25.24,7.68,4.67,10-9-1966
1966,9,11,0,24.49,9.25,4.49,11-9-1966
1966,9,12,0,21.98,3.33,5.19,12-9-1966
1966,9,13,0.52,23.2,6.96,4.58,13-9-1966
1966,9,14,9.48,22.19,8.65,6.84,14-9-1966
1966,9,15,3.78,19.62,12.24,1.68,15-9-1966
1966,9,16,0,20.83,0.33,8.14,16-9-1966
1966,9,17,0,19.58,1.8,2.87,17-9-1966
1966,9,18,0,23.64,4.79,1.28,18-9-1966
1966,9,19,1.95,24.29,7.91,0.97,19-9-1966
1966,9,20,0,20.96,8.65,9.46,20-9-1966
1966,9,21,36.97,15.64,4.91,12.92,21-9-1966
1966,9,22,15.07,15.98,8.77,7.03,22-9-1966
1966,9,23,3.03,19.04,10.2,12.29,23-9-1966
1966,9,24,0.2,16.39,5.75,11.04,24-9-1966
1966,9,25,0.25,13.78,1.44,9.78,25-9-1966
1966,9,26,0,15.62,-0.3,5.07,26-9-1966
1966,9,27,0,16.17,-1.79,0.91,27-9-1966
1966,9,28,0,19.03,2.18,1.5,28-9-1966
1966,9,29,3.4,20.13,8.59,2.55,29-9-1966
1966,9,30,8,17.2,7.82,9.2,30-9-1966
1966,10,1,29.38,17.83,5.52,1.15,1-10-1966
1966,10,2,5.53,11.19,-0.13,7.9,2-10-1966
1966,10,3,0,16.23,-2.49,1.87,3-10-1966
